TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,GGVId
IC,172,KH/86,1450,End,1450,0,0.0,true,172_2374_4172_474
IC,173,Start,1121,KK/86,1121,0,0.0,true,173_2371_471
IC,173,KK/86,1121,FA/86,1262,130,223.7,true,173_2371_471
IC,173,FA/86,1262,End,1262,0,0.0,true,173_2371_471
IC,177,Start,1174,HGL/86,1174,0,0.0,true,177_2377_477
IC,177,HGL/86,1174,FA/86,1322,125,225.8,true,177_2377_477
IC,177,FA/86,1322,End,1322,0,0.0,true,177_2377_477
IC,181,Start,1250,KH/86,1250,0,0.0,true,181_2376
IC,181,KH/86,1250,FA/86,1382,166,220.6,true,181_2376
IC,181,FA/86,1388,AR/86,1458,31,108.5,false,181_2376
IC,181,AR/86,1458,End,1458,0,0.0,true,181_2376
IC,190_1490,Start,40,AR/86,40,0,0.0,true,-1
IC,190_1490,AR/86,40,FA/86,111,35,108.5,false,-1
IC,190_1490,FA/86,116,KH/86,265,151,220.6,true,-1
IC,190_1490,KH/86,279,CPH/86,292,132,11.8,true,-1
IC,190_1490,CPH/86,292,End,292,0,0.0,true,-1
L,19_4019,Start,326,CPH/86,326,0,0.0,true,19_4019_919
L,19_4019,CPH/86,326,FA/86,454,332,230.2,true,19_4019_919
L,19_4019,FA/86,458,VJ/86,471,300,25.7,false,19_4019_919
L,19_4019,VJ/86,473,AR/86,518,232,82.8,false,19_4019_919
L,19_4019,AR/86,525,ABL/86,608,63,145.3,false,19_4019_919
L,19_4019,ABL/86,608,End,608,0,0.0,true,19_4019_919
RØ,200,Start,320,RO/86,320,0,0.0,true,-1
RØ,200,RO/86,320,CPH/86,354,60,37.9,true,-1
RØ,200,CPH/86,354,End,354,0,0.0,true,-1
IC,202,Start,307,OD/86,307,0,0.0,true,-1
IC,202,OD/86,307,CPH/86,414,162,166.9,true,-1
IC,202,CPH/86,414,End,414,0,0.0,true,-1
IC,206,Start,369,OD/86,369,0,0.0,true,206_806
IC,206,OD/86,369,CPH/86,474,249,166.9,true,206_806
IC,206,CPH/86,474,End,474,0,0.0,true,206_806
IC,208,Start,429,OD/86,429,0,0.0,true,208_810
IC,208,OD/86,429,CPH/86,534,238,166.9,true,208_810
IC,208,CPH/86,534,End,534,0,0.0,true,208_810
RØ,2085_1285,Start,1258,HG/86,1258,0,0.0,true,-1
RØ,2085_1285,HG/86,1258,KH/86,1313,48,46.2,true,-1
RØ,2085_1285,KH/86,1327,NF/86,1415,87,144.7,false,-1
RØ,2085_1285,NF/86,1415,End,1415,0,0.0,true,-1
RØ,2089,Start,1318,HG/86,1318,0,0.0,true,1289_2089_2291
RØ,2089,HG/86,1318,KH/86,1373,36,46.2,true,1289_2089_2291
RØ,2089,KH/86,1373,End,1373,0,0.0,true,1289_2089_2291
RØ,2093,Start,1378,HG/86,1378,0,0.0,true,-1
RØ,2093,HG/86,1378,KH/86,1433,20,46.2,true,-1
RØ,2093,KH/86,1433,End,1433,0,0.0,true,-1
IC,214,Start,490,OD/86,490,0,0.0,true,214_814
IC,214,OD/86,490,CPH/86,594,143,166.9,true,214_814
IC,214,CPH/86,594,End,594,0,0.0,true,214_814
RØ,218,Start,584,SG/86,584,0,0.0,true,-1
RØ,218,SG/86,584,CPH/86,654,70,99.5,true,-1
RØ,218,CPH/86,654,End,654,0,0.0,true,-1
RØ,2200,Start,307,KH/86,307,0,0.0,true,-1
RØ,2200,KH/86,307,HG/86,362,29,46.2,true,-1
RØ,2200,HG/86,362,End,362,0,0.0,true,-1
RØ,2202,Start,367,KH/86,367,0,0.0,true,-1
RØ,2202,KH/86,367,HG/86,422,19,46.2,true,-1
RØ,2202,HG/86,422,End,422,0,0.0,true,-1
RØ,2204,Start,358,NÆ/86,358,0,0.0,true,2204_4406_3406_4804
RØ,2204,NÆ/86,358,HG/86,482,229,136.9,true,2204_4406_3406_4804
RØ,2204,HG/86,482,End,482,0,0.0,true,2204_4406_3406_4804
RØ,2212,Start,478,NÆ/86,478,0,0.0,true,2212_4414_4812
RØ,2212,NÆ/86,478,HG/86,602,203,136.9,true,2212_4414_4812
RØ,2212,HG/86,602,End,602,0,0.0,true,2212_4414_4812
RØ,2216,Start,538,NÆ/86,538,0,0.0,true,2216_4418_4816
RØ,2216,NÆ/86,538,HG/86,662,199,136.9,true,2216_4418_4816
RØ,2216,HG/86,662,End,662,0,0.0,true,2216_4418_4816
RØ,2217_4817,Start,296,KH/86,296,0,0.0,true,-1
RØ,2217_4817,KH/86,296,NÆ/86,362,36,90.7,true,-1
RØ,2217_4817,NÆ/86,373,NF/86,412,41,56.2,false,-1
RØ,2217_4817,NF/86,412,End,412,0,0.0,true,-1
RØ,2219,Start,298,HG/86,298,0,0.0,true,1221_2219_2221_4821
RØ,2219,HG/86,298,KH/86,353,57,46.2,true,1221_2219_2221_4821
RØ,2219,KH/86,353,End,353,0,0.0,true,1221_2219_2221_4821
RØ,222,Start,644,SG/86,644,0,0.0,true,-1
RØ,222,SG/86,644,CPH/86,714,74,99.5,true,-1
RØ,222,CPH/86,714,End,714,0,0.0,true,-1
RØ,2220,Start,598,NÆ/86,598,0,0.0,true,2220_4422_4820
RØ,2220,NÆ/86,598,HG/86,722,82,136.9,true,2220_4422_4820
RØ,2220,HG/86,722,End,722,0,0.0,true,2220_4422_4820
RØ,2221_4821,Start,356,KH/86,356,0,0.0,true,1221_2219_2221_4821
RØ,2221_4821,KH/86,356,NÆ/86,422,55,90.7,true,1221_2219_2221_4821
RØ,2221_4821,NÆ/86,433,NF/86,472,32,56.2,false,1221_2219_2221_4821
RØ,2221_4821,NF/86,472,End,472,0,0.0,true,1221_2219_2221_4821
RØ,2224,Start,658,NÆ/86,658,0,0.0,true,2224_4426_4824
RØ,2224,NÆ/86,658,HG/86,782,106,136.9,true,2224_4426_4824
RØ,2224,HG/86,782,End,782,0,0.0,true,2224_4426_4824
RØ,2225_4825,Start,358,HG/86,358,0,0.0,true,-1
RØ,2225_4825,HG/86,358,NÆ/86,482,192,136.9,true,-1
RØ,2225_4825,NÆ/86,493,NF/86,532,36,56.2,false,-1
RØ,2225_4825,NF/86,532,End,532,0,0.0,true,-1
RØ,2228,Start,718,NÆ/86,718,0,0.0,true,2228_4430_4828
RØ,2228,NÆ/86,718,HG/86,842,113,136.9,true,2228_4430_4828
RØ,2228,HG/86,842,End,842,0,0.0,true,2228_4430_4828
RØ,2229_4829,Start,418,HG/86,418,0,0.0,true,-1
RØ,2229_4829,HG/86,418,NÆ/86,542,398,136.9,true,-1
RØ,2229_4829,NÆ/86,553,NF/86,592,33,56.2,false,-1
RØ,2229_4829,NF/86,592,End,592,0,0.0,true,-1
IC,223,Start,365,CPH/86,365,0,0.0,true,-1
IC,223,CPH/86,365,OD/86,468,188,166.9,true,-1
IC,223,OD/86,468,End,468,0,0.0,true,-1
RØ,2232,Start,778,NÆ/86,778,0,0.0,true,2232_4434_3434_4832
RØ,2232,NÆ/86,778,HG/86,902,143,136.9,true,2232_4434_3434_4832
RØ,2232,HG/86,902,End,902,0,0.0,true,2232_4434_3434_4832
RØ,2233_4833,Start,478,HG/86,478,0,0.0,true,-1
RØ,2233_4833,HG/86,478,NÆ/86,602,377,136.9,true,-1
RØ,2233_4833,NÆ/86,613,NF/86,652,15,56.2,false,-1
RØ,2233_4833,NF/86,652,End,652,0,0.0,true,-1
RØ,2236,Start,838,NÆ/86,838,0,0.0,true,2236_4438_3438_4836
RØ,2236,NÆ/86,838,HG/86,962,323,136.9,true,2236_4438_3438_4836
RØ,2236,HG/86,962,End,962,0,0.0,true,2236_4438_3438_4836
RØ,2237_4837,Start,538,HG/86,538,0,0.0,true,-1
RØ,2237_4837,HG/86,538,NÆ/86,662,99,136.9,true,-1
RØ,2237_4837,NÆ/86,673,NF/86,712,15,56.2,false,-1
RØ,2237_4837,NF/86,712,End,712,0,0.0,true,-1
RØ,2240,Start,898,NÆ/86,898,0,0.0,true,2240_4442_3442_4840
RØ,2240,NÆ/86,898,HG/86,1022,415,136.9,true,2240_4442_3442_4840
RØ,2240,HG/86,1022,End,1022,0,0.0,true,2240_4442_3442_4840
RØ,2241_4841,Start,598,HG/86,598,0,0.0,true,-1
RØ,2241_4841,HG/86,598,NÆ/86,722,106,136.9,true,-1
RØ,2241_4841,NÆ/86,733,NF/86,772,18,56.2,false,-1
RØ,2241_4841,NF/86,772,End,772,0,0.0,true,-1
RØ,2244,Start,958,NÆ/86,958,0,0.0,true,2244_4446_3446_4844
RØ,2244,NÆ/86,958,HG/86,1082,319,136.9,true,2244_4446_3446_4844
RØ,2244,HG/86,1082,End,1082,0,0.0,true,2244_4446_3446_4844
RØ,2245_4845,Start,658,HG/86,658,0,0.0,true,-1
RØ,2245_4845,HG/86,658,NÆ/86,782,110,136.9,true,-1
RØ,2245_4845,NÆ/86,793,NF/86,832,22,56.2,false,-1
RØ,2245_4845,NF/86,832,End,832,0,0.0,true,-1
RØ,2248,Start,1018,NÆ/86,1018,0,0.0,true,2248_4450_3450_4848
RØ,2248,NÆ/86,1018,HG/86,1142,109,136.9,true,2248_4450_3450_4848
RØ,2248,HG/86,1142,End,1142,0,0.0,true,2248_4450_3450_4848
RØ,2249_4849,Start,718,HG/86,718,0,0.0,true,-1
RØ,2249_4849,HG/86,718,NÆ/86,842,109,136.9,true,-1
RØ,2249_4849,NÆ/86,853,NF/86,892,38,56.2,false,-1
RØ,2249_4849,NF/86,892,End,892,0,0.0,true,-1
RØ,2252,Start,1078,NÆ/86,1078,0,0.0,true,2252_4454_4852
RØ,2252,NÆ/86,1078,HG/86,1202,89,136.9,true,2252_4454_4852
RØ,2252,HG/86,1202,End,1202,0,0.0,true,2252_4454_4852
RØ,2253_4853,Start,778,HG/86,778,0,0.0,true,-1
RØ,2253_4853,HG/86,778,NÆ/86,902,197,136.9,true,-1
RØ,2253_4853,NÆ/86,913,NF/86,952,53,56.2,false,-1
RØ,2253_4853,NF/86,952,End,952,0,0.0,true,-1
RØ,2257_4857,Start,838,HG/86,838,0,0.0,true,-1
RØ,2257_4857,HG/86,838,NÆ/86,962,305,136.9,true,-1
RØ,2257_4857,NÆ/86,973,NF/86,1012,48,56.2,false,-1
RØ,2257_4857,NF/86,1012,End,1012,0,0.0,true,-1
RØ,226,Start,704,SG/86,704,0,0.0,true,-1
RØ,226,SG/86,704,CPH/86,774,87,99.5,true,-1
RØ,226,CPH/86,774,End,774,0,0.0,true,-1
RØ,2261_4861,Start,898,HG/86,898,0,0.0,true,-1
RØ,2261_4861,HG/86,898,NÆ/86,1022,437,136.9,true,-1
RØ,2261_4861,NÆ/86,1033,NF/86,1072,25,56.2,false,-1
RØ,2261_4861,NF/86,1072,End,1072,0,0.0,true,-1
RØ,2264,Start,1258,NÆ/86,1258,0,0.0,true,-1
RØ,2264,NÆ/86,1258,HG/86,1382,125,136.9,true,-1
RØ,2264,HG/86,1382,End,1382,0,0.0,true,-1
RØ,2265_4865,Start,958,HG/86,958,0,0.0,true,-1
RØ,2265_4865,HG/86,958,NÆ/86,1082,340,136.9,true,-1
RØ,2265_4865,NÆ/86,1093,NF/86,1132,20,56.2,false,-1
RØ,2265_4865,NF/86,1132,End,1132,0,0.0,true,-1
RØ,2268,Start,1318,NÆ/86,1318,0,0.0,true,-1
RØ,2268,NÆ/86,1318,HG/86,1442,94,136.9,true,-1
RØ,2268,HG/86,1442,End,1442,0,0.0,true,-1
RØ,2269_4869,Start,1018,HG/86,1018,0,0.0,true,-1
RØ,2269_4869,HG/86,1018,NÆ/86,1142,155,136.9,true,-1
RØ,2269_4869,NÆ/86,1153,NF/86,1192,24,56.2,false,-1
RØ,2269_4869,NF/86,1192,End,1192,0,0.0,true,-1
IC,227,Start,425,CPH/86,425,0,0.0,true,227_827
IC,227,CPH/86,425,OD/86,530,208,166.9,true,227_827
IC,227,OD/86,530,End,530,0,0.0,true,227_827
RØ,2270,Start,1365,NÆ/86,1365,0,0.0,true,-1
RØ,2270,NÆ/86,1365,KH/86,1430,20,90.7,true,-1
RØ,2270,KH/86,1430,End,1430,0,0.0,true,-1
RØ,2272,Start,7,KH/86,7,0,0.0,true,-1
RØ,2272,KH/86,7,HG/86,62,29,46.2,true,-1
RØ,2272,HG/86,62,End,62,0,0.0,true,-1
RØ,2273_4873,Start,1078,HG/86,1078,0,0.0,true,-1
RØ,2273_4873,HG/86,1078,NÆ/86,1202,98,136.9,true,-1
RØ,2273_4873,NÆ/86,1213,NF/86,1252,29,56.2,false,-1
RØ,2273_4873,NF/86,1252,End,1252,0,0.0,true,-1
RØ,2277,Start,1138,HG/86,1138,0,0.0,true,-1
RØ,2277,HG/86,1138,NÆ/86,1262,95,136.9,true,-1
RØ,2277,NÆ/86,1262,End,1262,0,0.0,true,-1
RØ,2281,Start,1198,HG/86,1198,0,0.0,true,-1
RØ,2281,HG/86,1198,NÆ/86,1322,87,136.9,true,-1
RØ,2281,NÆ/86,1322,End,1322,0,0.0,true,-1
RØ,2287,Start,1273,HG/86,1273,0,0.0,true,-1
RØ,2287,HG/86,1273,NÆ/86,1396,184,136.9,true,-1
RØ,2287,NÆ/86,1396,End,1396,0,0.0,true,-1
RØ,2291,Start,1390,KH/86,1390,0,0.0,true,1289_2089_2291
RØ,2291,KH/86,1390,NÆ/86,1454,102,90.7,true,1289_2089_2291
RØ,2291,NÆ/86,1454,End,1454,0,0.0,true,1289_2089_2291
RØ,2297,Start,1438,HG/86,1438,0,0.0,true,-1
RØ,2297,HG/86,1438,KH/86,1493,2,46.2,true,-1
RØ,2297,KH/86,1493,End,1493,0,0.0,true,-1
RØ,2299,Start,70,KH/86,70,0,0.0,true,-1
RØ,2299,KH/86,70,NÆ/86,134,28,90.7,true,-1
RØ,2299,NÆ/86,134,End,134,0,0.0,true,-1
RØ,230,Start,764,SG/86,764,0,0.0,true,-1
RØ,230,SG/86,764,CPH/86,834,74,99.5,true,-1
RØ,230,CPH/86,834,End,834,0,0.0,true,-1
IC,2304,Start,307,FA/86,307,0,0.0,true,1407_107_4107_2304
IC,2304,FA/86,307,ES/86,370,19,88.5,true,1407_107_4107_2304
IC,2304,ES/86,370,End,370,0,0.0,true,1407_107_4107_2304
IC,2308,Start,367,FA/86,367,0,0.0,true,1413_113_2308_2313_413_4113
IC,2308,FA/86,367,ES/86,430,44,88.5,true,1413_113_2308_2313_413_4113
IC,2308,ES/86,430,End,430,0,0.0,true,1413_113_2308_2313_413_4113
RØ,231,Start,485,CPH/86,485,0,0.0,true,-1
RØ,231,CPH/86,485,SG/86,555,109,99.5,true,-1
RØ,231,SG/86,555,End,555,0,0.0,true,-1
IC,2312,Start,411,FA/86,411,0,0.0,true,112_2312_412
IC,2312,FA/86,411,ES/86,474,81,88.5,true,112_2312_412
IC,2312,ES/86,474,End,474,0,0.0,true,112_2312_412
IC,2313,Start,303,ES/86,303,0,0.0,true,1413_113_2308_2313_413_4113
IC,2313,ES/86,303,FA/86,367,49,88.5,true,1413_113_2308_2313_413_4113
IC,2313,FA/86,367,End,367,0,0.0,true,1413_113_2308_2313_413_4113
IC,2316,Start,471,FA/86,471,0,0.0,true,116_2316_4116_416
IC,2316,FA/86,471,ES/86,534,132,88.5,true,116_2316_4116_416
IC,2316,ES/86,534,End,534,0,0.0,true,116_2316_4116_416
IC,2317,Start,362,ES/86,362,0,0.0,true,1417_117_2317_417_4117
IC,2317,ES/86,362,FA/86,427,86,88.5,true,1417_117_2317_417_4117
IC,2317,FA/86,427,End,427,0,0.0,true,1417_117_2317_417_4117
IC,2321,Start,422,ES/86,422,0,0.0,true,121_2321_421_4121
IC,2321,ES/86,422,FA/86,487,67,88.5,true,121_2321_421_4121
IC,2321,FA/86,487,End,487,0,0.0,true,121_2321_421_4121
IC,2324,Start,591,FA/86,591,0,0.0,true,124_2324_4124_424
IC,2324,FA/86,591,ES/86,654,100,88.5,true,124_2324_4124_424
IC,2324,ES/86,654,End,654,0,0.0,true,124_2324_4124_424
RV,2325_2925,Start,484,ES/86,484,0,0.0,true,-1
RV,2325_2925,ES/86,484,FA/86,549,54,88.5,true,-1
RV,2325_2925,FA/86,554,AR/86,623,98,108.5,false,-1
RV,2325_2925,AR/86,623,End,623,0,0.0,true,-1
IC,2328,Start,651,FA/86,651,0,0.0,true,128_2328_4128_428
IC,2328,FA/86,651,ES/86,714,37,88.5,true,128_2328_4128_428
IC,2328,ES/86,714,End,714,0,0.0,true,128_2328_4128_428
IC,2329,Start,543,ES/86,543,0,0.0,true,129_2329_429_4129
IC,2329,ES/86,543,FA/86,607,30,88.5,true,129_2329_429_4129
IC,2329,FA/86,607,End,607,0,0.0,true,129_2329_429_4129
IC,2332,Start,711,FA/86,711,0,0.0,true,132_2332_4132_432
IC,2332,FA/86,711,ES/86,774,82,88.5,true,132_2332_4132_432
IC,2332,ES/86,774,End,774,0,0.0,true,132_2332_4132_432
IC,2333,Start,603,ES/86,603,0,0.0,true,133_2333_433_4133
IC,2333,ES/86,603,FA/86,667,59,88.5,true,133_2333_433_4133
IC,2333,FA/86,667,End,667,0,0.0,true,133_2333_433_4133
IC,2337,Start,663,ES/86,663,0,0.0,true,137_2337_437_4137
IC,2337,ES/86,663,FA/86,727,69,88.5,true,137_2337_437_4137
IC,2337,FA/86,727,End,727,0,0.0,true,137_2337_437_4137
RØ,234,Start,824,SG/86,824,0,0.0,true,-1
RØ,234,SG/86,824,CPH/86,894,134,99.5,true,-1
RØ,234,CPH/86,894,End,894,0,0.0,true,-1
IC,2340,Start,831,FA/86,831,0,0.0,true,140_2340_4140_440
IC,2340,FA/86,831,ES/86,894,108,88.5,true,140_2340_4140_440
IC,2340,ES/86,894,End,894,0,0.0,true,140_2340_4140_440
RV,2341_2941,Start,724,ES/86,724,0,0.0,true,-1
RV,2341_2941,ES/86,724,FA/86,789,26,88.5,true,-1
RV,2341_2941,FA/86,794,AR/86,863,43,108.5,false,-1
RV,2341_2941,AR/86,863,End,863,0,0.0,true,-1
IC,2344,Start,891,FA/86,891,0,0.0,true,144_2344_4144_444
IC,2344,FA/86,891,ES/86,954,124,88.5,true,144_2344_4144_444
IC,2344,ES/86,954,End,954,0,0.0,true,144_2344_4144_444
IC,2345,Start,783,ES/86,783,0,0.0,true,145_2345_445_4145
IC,2345,ES/86,783,FA/86,847,82,88.5,true,145_2345_445_4145
IC,2345,FA/86,847,End,847,0,0.0,true,145_2345_445_4145
IC,2348,Start,951,FA/86,951,0,0.0,true,148_2348_4148_448
IC,2348,FA/86,951,ES/86,1014,109,88.5,true,148_2348_4148_448
IC,2348,ES/86,1014,End,1014,0,0.0,true,148_2348_4148_448
IC,2349,Start,843,ES/86,843,0,0.0,true,149_2349_449_4149
IC,2349,ES/86,843,FA/86,907,88,88.5,true,149_2349_449_4149
IC,2349,FA/86,907,End,907,0,0.0,true,149_2349_449_4149
RØ,235,Start,545,CPH/86,545,0,0.0,true,-1
RØ,235,CPH/86,545,SG/86,615,72,99.5,true,-1
RØ,235,SG/86,615,End,615,0,0.0,true,-1
IC,2353,Start,903,ES/86,903,0,0.0,true,153_2353_453_4153
IC,2353,ES/86,903,FA/86,967,147,88.5,true,153_2353_453_4153
IC,2353,FA/86,967,End,967,0,0.0,true,153_2353_453_4153
IC,2356,Start,1071,FA/86,1071,0,0.0,true,156_2356_4156_456
IC,2356,FA/86,1071,ES/86,1134,82,88.5,true,156_2356_4156_456
IC,2356,ES/86,1134,End,1134,0,0.0,true,156_2356_4156_456
RV,2357_2957,Start,964,ES/86,964,0,0.0,true,-1
RV,2357_2957,ES/86,964,FA/86,1029,146,88.5,true,-1
RV,2357_2957,FA/86,1034,AR/86,1103,243,108.5,false,-1
RV,2357_2957,AR/86,1103,End,1103,0,0.0,true,-1
IC,2360,Start,1131,FA/86,1131,0,0.0,true,160_2360_4160_460
IC,2360,FA/86,1131,ES/86,1194,44,88.5,true,160_2360_4160_460
IC,2360,ES/86,1194,End,1194,0,0.0,true,160_2360_4160_460
IC,2361,Start,1023,ES/86,1023,0,0.0,true,161_2361_461_4161
IC,2361,ES/86,1023,FA/86,1087,72,88.5,true,161_2361_461_4161
IC,2361,FA/86,1087,End,1087,0,0.0,true,161_2361_461_4161
IC,2364,Start,1191,FA/86,1191,0,0.0,true,164_2364_4164_464
IC,2364,FA/86,1191,ES/86,1254,73,88.5,true,164_2364_4164_464
IC,2364,ES/86,1254,End,1254,0,0.0,true,164_2364_4164_464
IC,2365,Start,1083,ES/86,1083,0,0.0,true,165_2365_465_4165
IC,2365,ES/86,1083,FA/86,1147,46,88.5,true,165_2365_465_4165
IC,2365,FA/86,1147,End,1147,0,0.0,true,165_2365_465_4165
IC,2368,Start,1251,FA/86,1251,0,0.0,true,168_2368_4168_468
IC,2368,FA/86,1251,ES/86,1314,55,88.5,true,168_2368_4168_468
IC,2368,ES/86,1314,End,1314,0,0.0,true,168_2368_4168_468
IC,2369,Start,1143,ES/86,1143,0,0.0,true,2369_469_80169
IC,2369,ES/86,1143,FA/86,1207,55,88.5,true,2369_469_80169
IC,2369,FA/86,1207,End,1207,0,0.0,true,2369_469_80169
IC,2371,Start,1203,ES/86,1203,0,0.0,true,173_2371_471
IC,2371,ES/86,1203,FA/86,1267,78,88.5,true,173_2371_471
IC,2371,FA/86,1267,End,1267,0,0.0,true,173_2371_471
IC,2374,Start,1311,FA/86,1311,0,0.0,true,172_2374_4172_474
IC,2374,FA/86,1311,ES/86,1374,35,88.5,true,172_2374_4172_474
IC,2374,ES/86,1374,End,1374,0,0.0,true,172_2374_4172_474
IC,2376,Start,1392,FA/86,1392,0,0.0,true,181_2376
IC,2376,FA/86,1392,ES/86,1455,55,88.5,true,181_2376
IC,2376,ES/86,1455,End,1455,0,0.0,true,181_2376
IC,2377,Start,1263,ES/86,1263,0,0.0,true,177_2377_477
IC,2377,ES/86,1263,FA/86,1327,48,88.5,true,177_2377_477
IC,2377,FA/86,1327,End,1327,0,0.0,true,177_2377_477
IC,238,Start,849,OD/86,849,0,0.0,true,238_838
IC,238,OD/86,849,CPH/86,954,218,166.9,true,238_838
IC,238,CPH/86,954,End,954,0,0.0,true,238_838
IC,2387,Start,1421,ES/86,1421,0,0.0,true,-1
IC,2387,ES/86,1421,FA/86,1485,3,88.5,true,-1
IC,2387,FA/86,1485,End,1485,0,0.0,true,-1
RØ,239,Start,605,CPH/86,605,0,0.0,true,-1
RØ,239,CPH/86,605,SG/86,675,46,99.5,true,-1
RØ,239,SG/86,675,End,675,0,0.0,true,-1
L,23_4023,Start,386,CPH/86,386,0,0.0,true,23_4023_723
L,23_4023,CPH/86,386,FA/86,514,414,230.2,true,23_4023_723
L,23_4023,FA/86,518,VJ/86,531,253,25.7,false,23_4023_723
L,23_4023,VJ/86,533,AR/86,578,226,82.8,false,23_4023_723
L,23_4023,AR/86,585,ABL/86,668,49,145.3,false,23_4023_723
L,23_4023,ABL/86,668,End,668,0,0.0,true,23_4023_723
RØ,2400,Start,276,NÆ/86,276,0,0.0,true,2400_2500_3400
RØ,2400,NÆ/86,276,KH/86,343,55,79.2,true,2400_2500_3400
RØ,2400,KH/86,343,End,343,0,0.0,true,2400_2500_3400
RØ,2404_3404,Start,336,NÆ/86,336,0,0.0,true,-1
RØ,2404_3404,NÆ/86,336,KH/86,403,122,79.2,true,-1
RØ,2404_3404,KH/86,406,HG/86,456,50,46.2,true,-1
RØ,2404_3404,HG/86,456,End,456,0,0.0,true,-1
RØ,2408,Start,396,NÆ/86,396,0,0.0,true,-1
RØ,2408,NÆ/86,396,KH/86,463,300,79.2,true,-1
RØ,2408,KH/86,463,End,463,0,0.0,true,-1
RØ,2412,Start,456,NÆ/86,456,0,0.0,true,1533_2412_3810_4210
RØ,2412,NÆ/86,456,KK/86,532,231,82.3,true,1533_2412_3810_4210
RØ,2412,KK/86,532,End,532,0,0.0,true,1533_2412_3810_4210
RØ,2416,Start,516,NÆ/86,516,0,0.0,true,1537_2416
RØ,2416,NÆ/86,516,KK/86,592,123,82.3,true,1537_2416
RØ,2416,KK/86,592,End,592,0,0.0,true,1537_2416
RØ,2419,Start,317,KH/86,317,0,0.0,true,-1
RØ,2419,KH/86,317,NÆ/86,382,19,79.2,true,-1
RØ,2419,NÆ/86,382,End,382,0,0.0,true,-1
IC,242,Start,909,OD/86,909,0,0.0,true,242_842
IC,242,OD/86,909,CPH/86,1014,179,166.9,true,242_842
IC,242,CPH/86,1014,End,1014,0,0.0,true,242_842
RØ,2420,Start,576,NÆ/86,576,0,0.0,true,-1
RØ,2420,NÆ/86,576,KK/86,652,64,82.3,true,-1
RØ,2420,KK/86,652,End,652,0,0.0,true,-1
RØ,2423,Start,377,KH/86,377,0,0.0,true,-1
RØ,2423,KH/86,377,NÆ/86,442,43,79.2,true,-1
RØ,2423,NÆ/86,442,End,442,0,0.0,true,-1
RØ,2424,Start,636,NÆ/86,636,0,0.0,true,-1
RØ,2424,NÆ/86,636,KH/86,703,51,79.2,true,-1
RØ,2424,KH/86,703,End,703,0,0.0,true,-1
RØ,2428,Start,696,NÆ/86,696,0,0.0,true,1549_2428
RØ,2428,NÆ/86,696,KK/86,772,64,82.3,true,1549_2428
RØ,2428,KK/86,772,End,772,0,0.0,true,1549_2428
RØ,243,Start,665,CPH/86,665,0,0.0,true,-1
RØ,243,CPH/86,665,SG/86,735,42,99.5,true,-1
RØ,243,SG/86,735,End,735,0,0.0,true,-1
RØ,2432,Start,756,NÆ/86,756,0,0.0,true,1553_2432
RØ,2432,NÆ/86,756,KK/86,832,47,82.3,true,1553_2432
RØ,2432,KK/86,832,End,832,0,0.0,true,1553_2432
RØ,2436_3436,Start,816,NÆ/86,816,0,0.0,true,-1
RØ,2436_3436,NÆ/86,816,KH/86,883,84,79.2,true,-1
RØ,2436_3436,KH/86,886,HG/86,936,159,46.2,true,-1
RØ,2436_3436,HG/86,936,End,936,0,0.0,true,-1
RØ,2439,Start,608,KK/86,608,0,0.0,true,1516_2439
RØ,2439,KK/86,608,NÆ/86,682,33,82.3,true,1516_2439
RØ,2439,NÆ/86,682,End,682,0,0.0,true,1516_2439
RØ,2440_3440,Start,876,NÆ/86,876,0,0.0,true,-1
RØ,2440_3440,NÆ/86,876,KH/86,943,90,79.2,true,-1
RØ,2440_3440,KH/86,946,HG/86,996,177,46.2,true,-1
RØ,2440_3440,HG/86,996,End,996,0,0.0,true,-1
RØ,2443,Start,668,KK/86,668,0,0.0,true,1520_2443
RØ,2443,KK/86,668,NÆ/86,742,42,82.3,true,1520_2443
RØ,2443,NÆ/86,742,End,742,0,0.0,true,1520_2443
RØ,2444_3444,Start,936,NÆ/86,936,0,0.0,true,-1
RØ,2444_3444,NÆ/86,936,KH/86,1003,107,79.2,true,-1
RØ,2444_3444,KH/86,1006,HG/86,1056,177,46.2,true,-1
RØ,2444_3444,HG/86,1056,End,1056,0,0.0,true,-1
RØ,2447,Start,728,KK/86,728,0,0.0,true,1524_2447
RØ,2447,KK/86,728,NÆ/86,802,55,82.3,true,1524_2447
RØ,2447,NÆ/86,802,End,802,0,0.0,true,1524_2447
RØ,2448_3448,Start,996,NÆ/86,996,0,0.0,true,-1
RØ,2448_3448,NÆ/86,996,KH/86,1063,56,79.2,true,-1
RØ,2448_3448,KH/86,1066,HG/86,1116,100,46.2,true,-1
RØ,2448_3448,HG/86,1116,End,1116,0,0.0,true,-1
RØ,2451,Start,788,KK/86,788,0,0.0,true,1528_2451
RØ,2451,KK/86,788,NÆ/86,862,78,82.3,true,1528_2451
RØ,2451,NÆ/86,862,End,862,0,0.0,true,1528_2451
RØ,2452,Start,1056,NÆ/86,1056,0,0.0,true,-1
RØ,2452,NÆ/86,1056,KH/86,1123,44,79.2,true,-1
RØ,2452,KH/86,1123,End,1123,0,0.0,true,-1
RØ,2455,Start,848,KK/86,848,0,0.0,true,1532_2455
